,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Jalen Reagor,PHI,2,49,24.5,0,26,1,6,6.0,0,6
3,Hunter Renfrow,LVR,0,0,,0,0,1,15,15.0,0,15
