,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Austin Seibert,DET,1,1,4,4,0,0,,0
1,Jack Fox,DET,,,,,1,36,36.0,36
4,Matt Gay,LAR,2,2,2,2,0,0,,0
5,Johnny Hekker,LAR,,,,,1,41,41.0,41
