,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Jakeem Grant,CHI,0,0,,0,0,2,13,6.5,0,13
3,Jaelon Darden,TAM,1,17,17.0,0,17,1,43,43.0,0,43
