,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Carson Wentz,IND,17,26,150,6,22.2,191,7.3,80,4.7,3.1,70,4.1,1,3.8%,3,11.5%,1,10,3,2,6,20.7%,2,11.0
2,Jimmy Garoppolo,SFO,16,27,181,8,27.6,237,8.8,132,8.3,4.9,49,3.1,2,7.4%,5,18.5%,2,2,0,3,5,17.2%,0,
