,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Tommy Townsend,KAN,,,,,2,93,46.5,52
1,Harrison Butker,KAN,,,1,2,0,0,,0
4,Randy Bullock,TEN,3,3,2,2,0,0,,0
5,Brett Kern,TEN,,,,,2,94,47.0,49
