,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Cameron Johnston,HOU,,,,,7,344,49.1,69
1,Ka'imi Fairbairn,HOU,,,1,1,0,0,,0
4,Matt Prater,ARI,4,4,1,1,0,0,,0
5,Andy Lee,ARI,,,,,4,199,49.8,55
