,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Evan McPherson,CIN,5,5,2,2,0,0,,0
1,Kevin Huber,CIN,,,,,4,216,54.0,60
4,Justin Tucker,BAL,2,2,1,1,0,0,,0
5,Sam Koch,BAL,,,,,6,264,44.0,50
