,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Desmond King,HOU,0,0,,0,0,4,51,12.8,0,20
1,Danny Amendola,HOU,1,15,15.0,0,15,0,0,,0,0
2,Tremon Smith,HOU,1,27,27.0,0,27,0,0,,0,0
5,Rondale Moore,ARI,0,0,,0,0,2,27,13.5,0,14
6,Eno Benjamin,ARI,1,22,22.0,0,22,0,0,,0,0
