,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Brandon McManus,DEN,2,2,,,0,0,,0
1,Sam Martin,DEN,,,,,4,202,50.5,59
4,Chase McLaughlin,CLE,2,2,1,2,0,0,,0
5,Jamie Gillan,CLE,,,,,3,155,51.7,65
