,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Taylor Heinicke,WAS,25,37,268,1,1,4,33,40,86.3,10,95,0,38,0,0,0,0,0,2,1
1,Antonio Gibson,WAS,0,0,0,0,0,0,0,0,,14,51,0,6,2,2,5,0,5,1,0
2,DeAndre Carter,WAS,0,0,0,0,0,0,0,0,,1,27,0,27,1,1,4,0,4,1,0
3,J.D. McKissic,WAS,0,0,0,0,0,0,0,0,,4,22,0,8,6,4,34,0,15,0,0
4,Terry McLaurin,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,12,7,122,1,40,0,0
5,Ricky Seals-Jones,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,51,0,14,0,0
6,Adam Humphries,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,36,0,17,0,0
7,Dax Milne,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,16,0,13,0,0
10,Aaron Rodgers,GNB,27,35,274,3,0,3,27,26,127.6,2,17,0,15,0,0,0,0,0,0,0
11,Aaron Jones,GNB,0,0,0,0,0,0,0,0,,6,19,0,9,5,5,20,0,10,0,0
12,Equanimeous St. Brown,GNB,0,0,0,0,0,0,0,0,,1,13,0,13,1,0,0,0,0,0,0
13,AJ Dillon,GNB,0,0,0,0,0,0,0,0,,3,6,0,3,2,1,2,0,2,2,1
14,Kylin Hill,GNB,0,0,0,0,0,0,0,0,,3,2,0,3,1,0,0,0,0,0,0
15,Davante Adams,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,76,1,26,0,0
16,Robert Tonyan,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,63,1,25,0,0
17,Allen Lazard,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,60,1,19,0,0
18,Marcedes Lewis,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,31,0,17,0,0
19,Randall Cobb,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,22,0,15,0,0
