,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Marquez Callaway,NOR,0,0,,0,0,1,2,2.0,0,2
1,Ty Montgomery,NOR,1,33,33.0,0,33,0,0,,0,0
4,Freddie Swain,SEA,0,0,,0,0,2,19,9.5,0,11
5,DeeJay Dallas,SEA,3,53,17.7,0,23,0,0,,0,0
