,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Younghoe Koo,ATL,3,3,3,3,0,0,,0
1,Dustin Colquitt,ATL,,,,,3,126,42.0,50
4,Jason Sanders,MIA,4,4,,1,0,0,,0
5,Michael Palardy,MIA,,,,,3,154,51.3,58
