,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Antonio Gibson,WAS,14,51,2,27,1.9,24,1.7,0,
1,Taylor Heinicke,WAS,10,95,5,92,9.2,3,0.3,0,
2,J.D. McKissic,WAS,4,22,1,15,3.8,7,1.8,0,
3,DeAndre Carter,WAS,1,27,1,27,27.0,0,0.0,0,
5,Aaron Jones,GNB,6,19,0,9,1.5,10,1.7,0,
6,AJ Dillon,GNB,3,6,,3,1.0,3,1.0,0,
7,Kylin Hill,GNB,3,2,,-1,-0.3,3,1.0,0,
8,Aaron Rodgers,GNB,2,17,1,2,1.0,15,7.5,0,
9,Equanimeous St. Brown,GNB,1,13,1,7,7.0,6,6.0,0,
