,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Jonathan Taylor,IND,18,107,6,40,2.2,67,3.7,3,6.0
1,Nyheim Hines,IND,8,14,,7,0.9,7,0.9,0,
2,Carson Wentz,IND,4,23,2,15,3.8,8,2.0,0,
3,Marlon Mack,IND,3,4,,1,0.3,3,1.0,0,
5,Elijah Mitchell,SFO,18,107,5,58,3.2,49,2.7,2,9.0
6,Jamycal Hasty,SFO,3,1,,1,0.3,0,0.0,0,
7,Jimmy Garoppolo,SFO,2,0,0,0,0.0,0,0.0,0,
8,Brandon Aiyuk,SFO,1,3,,0,0.0,3,3.0,0,
