,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Brian Johnson,NOR,1,1,2,2,0,0,,0
1,Blake Gillikin,NOR,,,,,6,285,47.5,58
4,Jason Myers,SEA,1,1,1,3,0,0,,0
5,Michael Dickson,SEA,,,,,5,242,48.4,65
