,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Michael Badgley,IND,3,3,1,1,0,0,,0
1,Rigoberto Sanchez,IND,,,,,6,273,45.5,79
4,Joey Slye,SFO,,1,2,2,0,0,,0
5,Mitch Wishnowsky,SFO,,,,,4,193,48.3,65
