,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Olamide Zaccheaus,ATL,0,0,,0,0,1,17,17.0,0,17
1,Cordarrelle Patterson,ATL,2,43,21.5,0,24,0,0,,0,0
4,Jevon Holland,MIA,0,0,,0,0,2,16,8.0,0,16
5,Myles Gaskin,MIA,2,29,14.5,0,16,0,0,,0,0
