,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Teddy Bridgewater,DEN,23,33,187,2,1,2,5,31,91.4,2,3,0,2,0,0,0,0,0,0,0
1,Javonte Williams,DEN,0,0,0,0,0,0,0,0,,4,20,0,7,7,6,32,1,10,0,0
2,Melvin Gordon,DEN,0,0,0,0,0,0,0,0,,8,18,0,5,3,2,14,1,8,0,0
3,Courtland Sutton,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,68,0,31,0,0
4,Noah Fant,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,39,0,9,0,0
5,Tim Patrick,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,16,0,9,0,0
6,Kendall Hinton,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,15,0,11,0,0
7,Eric Saubert,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0
8,John Brown,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
9,Tyrie Cleveland,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
12,Case Keenum,CLE,21,33,199,1,0,1,5,34,90.3,4,7,0,5,0,0,0,0,0,0,0
13,D'Ernest Johnson,CLE,0,0,0,0,0,0,0,0,,22,146,1,20,2,2,22,0,18,0,0
14,Demetric Felton,CLE,0,0,0,0,0,0,0,0,,2,13,0,12,3,3,21,0,9,0,0
15,John Kelly,CLE,0,0,0,0,0,0,0,0,,2,13,0,11,0,0,0,0,0,0,0
16,Johnny Stanton,CLE,0,0,0,0,0,0,0,0,,2,5,0,3,1,1,1,1,1,0,0
17,Austin Hooper,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,42,0,34,0,0
18,Jarvis Landry,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,37,0,14,0,0
19,Odell Beckham Jr.,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,23,0,17,0,0
20,David Njoku,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,18,0,12,0,0
21,Harrison Bryant,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,15,0,15,0,0
22,Rashard Higgins,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,-2,0,-2,0,0
23,Anthony Schwartz,CLE,0,0,0,0,0,0,0,0,,1,-2,0,-2,3,2,22,0,16,0,0
