,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Jaelon Darden,TAM,1,13,13.0,0,13,1,9,9.0,0,9
1,Giovani Bernard,TAM,1,18,18.0,0,18,0,0,,0,0
2,Ke'Shawn Vaughn,TAM,1,15,15.0,0,15,0,0,,0,0
