,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Antonio Gibson,WAS,19,95,5,42,2.2,53,2.8,6,3.2
1,J.D. McKissic,WAS,7,46,3,12,1.7,34,4.9,0,
2,Jaret Patterson,WAS,7,23,1,5,0.7,18,2.6,1,7.0
3,Taylor Heinicke,WAS,6,29,3,21,3.5,8,1.3,0,
4,DeAndre Carter,WAS,1,-3,0,-3,-3.0,0,0.0,0,
6,Christian McCaffrey,CAR,10,59,2,22,2.2,37,3.7,1,10.0
7,Cam Newton,CAR,10,46,3,35,3.5,11,1.1,0,
8,Ameer Abdullah,CAR,1,6,,2,2.0,4,4.0,0,
