,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Rondale Moore,ARI,1,27,27.0,0,27,2,20,10.0,0,12
1,Eno Benjamin,ARI,1,19,19.0,0,19,0,0,,0,0
4,Freddie Swain,SEA,0,0,,0,0,2,9,4.5,0,6
5,DeeJay Dallas,SEA,1,20,20.0,0,20,0,0,,0,0
