,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Nick Folk,NWE,1,2,4,4,0,0,,0
1,Jake Bailey,NWE,,,,,4,193,48.3,60
4,Dustin Colquitt,ATL,,,,,5,269,53.8,62
5,Younghoe Koo,ATL,,,,1,0,0,,0
