,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Diontae Johnson,PIT,13,7,101,1,4,66,9.4,35,5.0,10.5,0,,0,0.0,0,105.0
1,Chase Claypool,PIT,9,5,93,0,3,59,11.8,34,6.8,14.2,0,,0,0.0,0,91.4
2,Najee Harris,PIT,6,5,20,0,1,0,0.0,20,4.0,0.3,0,,0,0.0,0,80.6
3,Pat Freiermuth,PIT,7,4,11,1,2,-2,-0.5,13,3.3,2.1,0,,0,0.0,0,101.8
4,Eric Ebron,PIT,3,3,24,1,2,16,5.3,8,2.7,5.3,0,,0,0.0,0,139.6
5,James Washington,PIT,3,2,12,0,,6,3.0,6,3.0,5.0,0,,0,0.0,0,74.3
6,Ray-Ray McCloud,PIT,2,2,12,0,2,9,4.5,3,1.5,4.5,0,,0,0.0,0,91.7
7,Kalen Ballage,PIT,1,0,0,0,,0,,0,,3.0,0,,0,0.0,0,39.6
9,Keenan Allen,LAC,13,9,112,0,7,79,8.8,33,3.7,6.8,0,,0,0.0,1,63.6
10,Austin Ekeler,LAC,7,6,65,2,3,6,1.0,59,9.8,1.4,0,,0,0.0,0,144.9
11,Mike Williams,LAC,6,5,97,1,3,34,6.8,63,12.6,9.0,1,5.0,0,0.0,0,158.3
12,Donald Parham,LAC,5,4,38,0,3,0,0.0,38,9.5,3.0,1,4.0,1,20.0,0,98.3
13,Jared Cook,LAC,5,3,28,0,1,16,5.3,12,4.0,7.0,0,,2,40.0,0,75.4
14,Jalen Guyton,LAC,2,1,18,0,1,4,4.0,14,14.0,3.5,0,,0,0.0,0,81.2
15,Tre' McKitty,LAC,1,1,7,0,1,-2,-2.0,9,9.0,-2.0,0,,0,0.0,0,95.8
16,Josh Palmer,LAC,1,1,17,0,,8,8.0,9,9.0,8.0,0,,0,0.0,0,118.7
17,Justin Jackson,LAC,1,0,0,0,,0,,0,,3.0,0,,1,100.0,0,39.6
