,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Deonte Harris,NOR,3,61,20.3,0,22,4,29,7.3,0,14
3,Jalen Reagor,PHI,3,51,17.0,0,20,4,43,10.8,0,13
