,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,James Conner,ARI,21,62,4,27,1.3,35,1.7,1,21.0
1,Eno Benjamin,ARI,6,15,0,7,1.2,8,1.3,0,
2,Colt McCoy,ARI,6,18,2,13,2.2,5,0.8,0,
4,Alex Collins,SEA,10,36,2,14,1.4,22,2.2,1,10.0
5,DeeJay Dallas,SEA,4,25,2,10,2.5,15,3.8,1,4.0
6,Rashaad Penny,SEA,2,19,1,15,7.5,4,2.0,0,
7,Russell Wilson,SEA,2,2,1,1,0.5,1,0.5,0,
8,Travis Homer,SEA,1,4,,3,3.0,1,1.0,0,
