,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Nyheim Hines,IND,1,19,19.0,0,19,1,7,7.0,0,7
1,Isaiah Rodgers,IND,1,33,33.0,0,33,0,0,,0,0
4,Isaiah McKenzie,BUF,7,138,19.7,0,27,0,0,,0,0
