,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Ray-Ray McCloud,PIT,2,63,31.5,0,33,0,0,,0,0
3,Andre Roberts,LAC,2,45,22.5,0,23,1,-1,-1.0,0,-1
