,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Kalif Raymond,DET,0,0,,0,0,1,17,17.0,0,17
1,Godwin Igwebuike,DET,3,58,19.3,0,23,0,0,,0,0
4,Demetric Felton,CLE,0,0,,0,0,3,12,4.0,0,12
5,D'Ernest Johnson,CLE,1,26,26.0,0,26,0,0,,0,0
