,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Desmond King,HOU,0,0,,0,0,1,10,10.0,0,10
1,Tremon Smith,HOU,1,17,17.0,0,17,0,0,,0,0
4,Chester Rogers,TEN,0,0,,0,0,4,20,5.0,0,16
5,Dontrell Hilliard,TEN,3,65,21.7,0,26,0,0,,0,0
6,Marcus Johnson,TEN,2,23,11.5,0,14,0,0,,0,0
