,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Chris Boswell,PIT,4,4,3,3,0,0,,0
1,Pressley Harvin III,PIT,,,,,1,46,46.0,46
4,Dustin Hopkins,LAC,5,5,2,2,0,0,,0
