,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Joey Slye,WAS,3,3,2,2,0,0,,0
1,Tress Way,WAS,,,,,3,139,46.3,56
4,Zane Gonzalez,CAR,3,3,,,0,0,,0
5,Lac Edwards,CAR,,,,,4,185,46.3,55
