,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,D'Andre Swift,DET,14,136,4,101,7.2,35,2.5,1,14.0
1,Jamaal Williams,DET,7,11,1,4,0.6,7,1.0,0,
2,Jason Cabinda,DET,2,21,1,12,6.0,9,4.5,0,
4,Nick Chubb,CLE,22,130,8,75,3.4,55,2.5,4,5.5
5,D'Ernest Johnson,CLE,5,26,1,4,0.8,22,4.4,1,5.0
6,Baker Mayfield,CLE,4,9,0,9,2.3,0,0.0,0,
7,Demetric Felton,CLE,3,2,,1,0.3,1,0.3,0,
8,Jarvis Landry,CLE,1,16,1,14,14.0,2,2.0,0,
9,David Njoku,CLE,1,1,0,0,0.0,1,1.0,0,
