,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Gunner Olszewski,NWE,0,0,,0,0,3,17,5.7,0,17
3,Avery Williams,ATL,5,102,20.4,0,27,1,11,11.0,0,11
4,Olamide Zaccheaus,ATL,1,17,17.0,0,17,0,0,,0,0
