,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Devin Duvernay,BAL,2,50,25.0,0,25,2,19,9.5,0,12
3,Jakeem Grant,CHI,0,0,,0,0,1,4,4.0,0,4
4,Khalil Herbert,CHI,1,17,17.0,0,17,0,0,,0,0
5,Cole Kmet,CHI,1,0,0.0,0,0,0,0,,0,0
