,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Dede Westbrook,MIN,0,0,,0,0,1,8,8.0,0,8
1,Kene Nwangwu,MIN,1,15,15.0,0,15,0,0,,0,0
