,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Aldrick Rosas,DET,1,1,1,1,0,0,,0
1,Jack Fox,DET,,,,,6,280,46.7,61
4,Chase McLaughlin,CLE,1,2,,1,0,0,,0
5,Jamie Gillan,CLE,,,,,5,189,37.8,52
