,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Daniel Jones,NYG,23,38,167,1,2,2,18,28,57.7,3,10,0,6,0,0,0,0,0,0,0
1,Kadarius Toney,NYG,0,1,0,0,0,0,0,0,39.6,0,0,0,0,12,7,40,0,8,0,0
2,Saquon Barkley,NYG,0,0,0,0,0,0,0,0,,6,25,0,12,6,6,31,0,11,0,0
3,John Ross,NYG,0,0,0,0,0,0,0,0,,1,16,0,16,0,0,0,0,0,0,0
4,Devontae Booker,NYG,0,0,0,0,0,0,0,0,,3,15,0,9,1,1,5,0,5,0,0
5,Darius Slayton,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,37,0,21,1,1
6,Kyle Rudolph,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,28,0,28,0,0
7,Kenny Golladay,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,12,0,12,0,0
8,Evan Engram,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,12,0,9,0,0
9,Andrew Thomas,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,1,2,0,0
10,Collin Johnson,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
11,Chris Myarick,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
14,Tom Brady,TAM,30,46,307,2,1,0,0,35,89.7,1,10,0,10,0,0,0,0,0,0,0
15,Blaine Gabbert,TAM,2,2,11,0,0,1,10,8,89.6,2,-2,0,-1,0,0,0,0,0,0,0
16,Leonard Fournette,TAM,0,0,0,0,0,0,0,0,,10,35,0,7,6,6,39,0,10,0,0
17,Ronald Jones II,TAM,0,0,0,0,0,0,0,0,,8,33,1,9,0,0,0,0,0,0,0
18,Mike Evans,TAM,0,0,0,0,0,0,0,0,,1,10,0,10,11,6,73,1,21,0,0
19,Chris Godwin,TAM,0,0,0,0,0,0,0,0,,1,7,0,7,6,6,65,1,18,0,0
20,Ke'Shawn Vaughn,TAM,0,0,0,0,0,0,0,0,,3,4,0,3,0,0,0,0,0,0,0
21,Rob Gronkowski,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,71,0,35,0,0
22,Cameron Brate,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,27,0,15,0,0
23,O.J. Howard,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,0,10,0,0
24,Tyler Johnson,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,8,0,8,0,0
25,Jaelon Darden,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0
26,Giovani Bernard,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0
27,Breshad Perriman,TAM,0,0,0,0,0,0,0,0,,1,-3,0,-3,4,2,19,0,14,0,0
