,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Justin Tucker,BAL,1,1,3,3,0,0,,0
1,Sam Koch,BAL,,,,,6,260,43.3,57
4,Cairo Santos,CHI,1,1,,1,0,0,,0
5,Pat O'Donnell,CHI,,,,,5,205,41.0,53
