,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jason Sanders,MIA,3,3,1,2,0,0,,0
1,Michael Palardy,MIA,,,,,4,191,47.8,57
4,Matt Ammendola,NYJ,2,2,1,3,0,0,,0
5,Braden Mann,NYJ,,,,,4,152,38.0,43
