,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Jaylen Waddle,MIA,1,16,16.0,0,16,0,0,,0,0
1,Albert Wilson,MIA,1,2,2.0,0,2,0,0,,0,0
4,Braxton Berrios,NYJ,1,31,31.0,0,31,2,28,14.0,0,19
5,Tevin Coleman,NYJ,2,49,24.5,0,29,0,0,,0,0
6,Ryan Griffin,NYJ,1,8,8.0,0,8,0,0,,0,0
