,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Ezekiel Elliott,DAL,9,32,0,14,1.6,18,2.0,0,
1,Tony Pollard,DAL,7,50,1,33,4.7,17,2.4,0,
3,Clyde Edwards-Helaire,KAN,12,63,3,32,2.7,31,2.6,1,12.0
4,Patrick Mahomes,KAN,7,11,2,10,1.4,1,0.1,0,
5,Darrel Williams,KAN,5,15,1,10,2.0,5,1.0,0,
6,Tyreek Hill,KAN,1,33,1,33,33.0,0,0.0,0,
7,Travis Kelce,KAN,1,4,1,4,4.0,0,0.0,0,
