,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Evan McPherson,CIN,2,3,4,4,0,0,,0
1,Kevin Huber,CIN,,,,,2,105,52.5,58
4,Daniel Carlson,LVR,1,1,2,2,0,0,,0
5,AJ Cole III,LVR,,,,,4,186,46.5,54
