,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matthew Wright,JAX,3,3,,,0,0,,0
1,Logan Cooke,JAX,,,,,4,183,45.8,57
4,Evan McPherson,CIN,3,3,1,2,0,0,,0
5,Kevin Huber,CIN,,,,,3,142,47.3,56
