,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Demetric Felton,CLE,0,0,,0,0,5,25,5.0,0,9
1,Anthony Schwartz,CLE,1,26,26.0,0,26,0,0,,0,0
4,Dede Westbrook,MIN,0,0,,0,0,2,11,5.5,0,11
5,Ameer Abdullah,MIN,1,26,26.0,0,26,0,0,,0,0
