,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,A.J. Green,ARI,6,5,67,1,3,46,9.2,21,4.2,8.7,0,,0,0.0,0,152.8
1,Maxx Williams,ARI,5,5,66,1,3,19,3.8,47,9.4,3.8,0,,0,0.0,0,158.3
2,Chase Edmonds,ARI,5,4,19,0,1,8,2.0,11,2.8,5.6,0,,1,20.0,0,82.5
3,DeAndre Hopkins,ARI,7,4,67,0,3,50,12.5,17,4.3,13.1,0,,0,0.0,0,89.6
4,Rondale Moore,ARI,3,3,28,0,1,-3,-1.0,31,10.3,-1.0,0,,0,0.0,0,105.6
5,James Conner,ARI,2,2,16,0,0,4,2.0,12,6.0,2.0,0,,0,0.0,0,100.0
6,Christian Kirk,ARI,1,1,5,0,,4,4.0,1,1.0,4.0,0,,0,0.0,0,87.5
8,Van Jefferson,LAR,6,6,90,1,5,69,11.5,21,3.5,11.5,0,,0,0.0,0,158.3
9,Darrell Henderson,LAR,6,5,27,0,1,-10,-2.0,37,7.4,-1.3,0,,0,0.0,0,85.4
10,Cooper Kupp,LAR,13,5,64,0,2,47,9.4,17,3.4,8.8,0,,1,7.7,0,54.6
11,Tyler Higbee,LAR,6,4,36,0,1,22,5.5,14,3.5,7.7,0,,0,0.0,0,82.6
12,Robert Woods,LAR,6,4,48,1,3,38,9.5,10,2.5,10.3,0,,0,0.0,0,130.6
13,DeSean Jackson,LAR,3,1,6,0,,0,0.0,6,6.0,21.3,0,,0,0.0,1,2.8
14,Johnny Mundt,LAR,1,1,9,0,1,7,7.0,2,2.0,7.0,0,,0,0.0,0,104.2
