,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Chester Rogers,TEN,0,0,,0,0,3,44,14.7,0,22
3,Braxton Berrios,NYJ,1,24,24.0,0,24,2,32,16.0,0,18
4,Ty Johnson,NYJ,3,57,19.0,0,26,0,0,,0,0
