,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Latavius Murray,BAL,18,59,4,37,2.1,22,1.2,1,18.0
1,Lamar Jackson,BAL,7,28,2,25,3.6,3,0.4,0,
2,Le'Veon Bell,BAL,4,11,,10,2.5,1,0.3,0,
3,Devonta Freeman,BAL,1,4,,4,4.0,0,0.0,0,
5,Melvin Gordon,DEN,9,56,3,30,3.3,26,2.9,4,2.3
6,Javonte Williams,DEN,7,48,2,8,1.1,40,5.7,4,1.8
7,Teddy Bridgewater,DEN,1,2,0,2,2.0,0,0.0,0,
