,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Diontae Johnson,PIT,13,9,92,1,4,68,7.6,24,2.7,10.8,1,9.0,0,0.0,1,82.9
1,Najee Harris,PIT,7,6,29,0,2,-16,-2.7,45,7.5,-2.3,1,6.0,0,0.0,0,83.9
2,James Washington,PIT,5,4,69,0,3,40,10.0,29,7.3,9.6,0,,0,0.0,0,118.7
3,Eric Ebron,PIT,2,2,8,0,1,6,3.0,2,1.0,3.0,0,,0,0.0,0,83.3
4,JuJu Smith-Schuster,PIT,8,2,11,0,,9,4.5,2,1.0,11.9,0,,0,0.0,0,39.6
5,Pat Freiermuth,PIT,1,1,11,0,1,10,10.0,1,1.0,10.0,0,,0,0.0,0,112.5
6,Zach Gentry,PIT,1,1,10,0,,6,6.0,4,4.0,6.0,0,,0,0.0,0,108.3
7,Ray-Ray McCloud,PIT,1,1,2,0,,-2,-2.0,4,4.0,-2.0,0,,0,0.0,0,79.2
8,Benny Snell Jr.,PIT,1,0,0,0,,0,,0,,0.0,0,,1,100.0,0,39.6
10,Davante Adams,GNB,11,6,64,0,4,32,5.3,32,5.3,7.5,0,,0,0.0,0,71.8
11,Randall Cobb,GNB,6,5,69,2,5,52,10.4,17,3.4,11.8,0,,0,0.0,0,154.2
12,Aaron Jones,GNB,4,3,51,0,2,5,1.7,46,15.3,4.5,1,3.0,0,0.0,0,116.7
13,Allen Lazard,GNB,3,2,33,0,1,16,8.0,17,8.5,9.0,0,,0,0.0,0,103.5
14,Robert Tonyan,GNB,7,2,8,0,,5,2.5,3,1.5,11.9,0,,0,0.0,0,39.6
15,Marcedes Lewis,GNB,2,1,7,0,,2,2.0,5,5.0,15.5,0,,0,0.0,0,58.3
16,AJ Dillon,GNB,1,1,16,0,1,3,3.0,13,13.0,3.0,0,,0,0.0,0,118.7
17,Equanimeous St. Brown,GNB,1,0,0,0,,0,,0,,6.0,0,,1,100.0,0,39.6
