,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Freddie Swain,SEA,0,0,,0,0,2,11,5.5,0,11
1,DeeJay Dallas,SEA,2,51,25.5,0,33,0,0,,0,0
4,Brandon Aiyuk,SFO,0,0,,0,0,4,32,8.0,0,12
5,Trenton Cannon,SFO,3,35,11.7,0,26,0,0,,0,0
6,Deebo Samuel,SFO,1,15,15.0,0,15,0,0,,0,0
