,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matt Prater,ARI,4,4,3,3,0,0,,0
1,Andy Lee,ARI,,,,,2,88,44.0,47
4,Matt Gay,LAR,2,2,2,3,0,0,,0
5,Johnny Hekker,LAR,,,,,1,37,37.0,37
