,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,DeAndre Carter,WAS,3,152,50.7,1,101,1,6,6.0,0,6
3,Avery Williams,ATL,0,0,,0,0,2,6,3.0,0,4
4,Cordarrelle Patterson,ATL,3,78,26.0,0,32,0,0,,0,0
