,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Hunter Renfrow,LVR,0,0,,0,0,3,22,7.3,0,17
1,Nick Kwiatkoski,LVR,0,0,,0,0,1,6,6.0,0,6
2,Kenyan Drake,LVR,3,68,22.7,0,31,0,0,,0,0
3,Peyton Barber,LVR,1,25,25.0,0,25,0,0,,0,0
6,K.J. Hill,LAC,0,0,,0,0,2,20,10.0,0,11
7,Larry Rountree,LAC,2,35,17.5,0,24,0,0,,0,0
