,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Justin Tucker,BAL,2,2,3,3,0,0,,0
1,Sam Koch,BAL,,,,,7,335,47.9,57
4,Brandon McManus,DEN,1,1,,,0,0,,0
5,Sam Martin,DEN,,,,,10,491,49.1,68
