,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jamie Gillan,CLE,,,,,7,279,39.9,54
1,Chase McLaughlin,CLE,,,2,2,0,0,,0
4,Greg Joseph,MIN,1,1,,,0,0,,0
5,Jordan Berry,MIN,,,,,6,291,48.5,58
