,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Ryan Santoso,DET,2,2,,,0,0,,0
1,Jack Fox,DET,,,,,3,166,55.3,56
4,Cairo Santos,CHI,3,3,1,1,0,0,,0
5,Pat O'Donnell,CHI,,,,,3,159,53.0,60
