,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Devin Duvernay,BAL,0,0,,0,0,3,64,21.3,0,42
3,Diontae Spencer,DEN,2,36,18.0,0,19,2,13,6.5,0,8
4,Kendall Hinton,DEN,0,0,,0,0,1,9,9.0,0,9
