,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Andre Roberts,HOU,4,67,16.8,0,18,1,6,6.0,0,6
3,Isaiah McKenzie,BUF,1,20,20.0,0,20,4,24,6.0,0,12
