,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Najee Harris,PIT,15,62,5,28,1.9,34,2.3,1,15.0
1,Benny Snell Jr.,PIT,1,0,,0,0.0,0,0.0,0,
3,AJ Dillon,GNB,15,81,5,45,3.0,36,2.4,2,7.5
4,Aaron Jones,GNB,15,48,3,28,1.9,20,1.3,1,15.0
5,Aaron Rodgers,GNB,3,2,1,2,0.7,0,0.0,0,
