,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Derek Carr,LVR,21,34,196,8,21.1,294,8.6,132,6.3,3.9,64,3.0,3,9.7%,3,9.7%,4,7,5,3,12,30.0%,2,2.0
2,Justin Herbert,LAC,25,38,222,13,32.5,301,7.9,123,4.9,3.2,99,4.0,1,2.7%,8,21.6%,2,9,2,5,9,22.0%,1,6.0
3,Ty Long,LAC,0,1,0,,,10,10.0,0,,0.0,0,,0,0.0%,0,0.0%,0,1,0,0,0,0.0%,0,
