,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Ray-Ray McCloud,PIT,3,99,33.0,0,40,1,14,14.0,0,14
3,Amari Rodgers,GNB,0,0,,0,0,1,0,0.0,0,0
4,Kylin Hill,GNB,2,37,18.5,0,21,0,0,,0,0
5,Aaron Jones,GNB,1,10,10.0,0,10,0,0,,0,0
