,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Clyde Edwards-Helaire,KAN,14,102,4,56,4.0,46,3.3,2,7.0
1,Darrel Williams,KAN,10,42,4,21,2.1,21,2.1,0,
2,Patrick Mahomes,KAN,5,26,2,22,4.4,4,0.8,0,
3,Mecole Hardman,KAN,2,25,1,24,12.0,1,0.5,0,
4,Michael Burton,KAN,1,5,1,1,1.0,4,4.0,0,
6,Jalen Hurts,PHI,8,47,5,23,2.9,24,3.0,3,2.7
7,Miles Sanders,PHI,7,13,0,3,0.4,10,1.4,1,7.0
8,Kenneth Gainwell,PHI,3,31,3,19,6.3,12,4.0,1,3.0
9,Jalen Reagor,PHI,1,12,1,6,6.0,6,6.0,1,1.0
