,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,C.J. Board,NYG,1,15,15.0,0,15,1,26,26.0,0,26
3,Deonte Harris,NOR,2,40,20.0,0,24,1,9,9.0,0,9
