,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Davis Mills,HOU,11,21,87,0,4,3,26,16,23.4,1,2,0,2,0,0,0,0,0,1,0
1,Mark Ingram,HOU,0,0,0,0,0,0,0,0,,6,24,0,12,0,0,0,0,0,0,0
2,David Johnson,HOU,0,0,0,0,0,0,0,0,,5,21,0,10,4,3,27,0,12,0,0
3,Jordan Akins,HOU,0,0,0,0,0,0,0,0,,1,3,0,3,1,1,4,0,4,1,1
4,Brandin Cooks,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,47,0,16,0,0
5,Pharaoh Brown,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,6,0,6,0,0
6,Anthony Miller,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,5,1,3,0,3,0,0
7,Chris Conley,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
8,Rex Burkhead,HOU,0,0,0,0,0,0,0,0,,1,-1,0,-1,0,0,0,0,0,0,0
9,Phillip Lindsay,HOU,0,0,0,0,0,0,0,0,,4,-1,0,2,0,0,0,0,0,0,0
12,Josh Allen,BUF,20,30,248,2,1,1,5,37,100.4,6,41,0,16,0,0,0,0,0,1,0
13,Mitchell Trubisky,BUF,1,1,8,0,0,0,0,8,100.0,4,10,1,8,0,0,0,0,0,0,0
14,Devin Singletary,BUF,0,0,0,0,0,0,0,0,,14,79,0,15,1,1,7,0,7,1,0
15,Zack Moss,BUF,0,0,0,0,0,0,0,0,,14,61,1,17,1,0,0,0,0,0,0
16,Emmanuel Sanders,BUF,0,0,0,0,0,0,0,0,,1,7,0,7,6,5,74,0,21,0,0
17,Reggie Gilliam,BUF,0,0,0,0,0,0,0,0,,1,1,0,1,1,1,8,0,8,0,0
18,Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,11,7,114,0,37,1,0
19,Dawson Knox,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,37,2,25,0,0
20,Cole Beasley,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,16,0,9,0,0
21,Gabriel Davis,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
