,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Kalif Raymond,DET,0,0,,0,0,3,29,9.7,0,22
1,Corey Ballentine,DET,4,94,23.5,0,26,0,0,,0,0
4,Nsimba Webster,CHI,0,0,,0,0,1,6,6.0,0,6
5,Khalil Herbert,CHI,1,33,33.0,0,33,0,0,,0,0
